#,Status,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
46,Pending,Feature,Normal, Add ability to remove host profiles from the list. ,-,-,-,Cyrus Harrison,,,0%,,06/21/2010 07:15 pm,,,,2.12.3,2 - Low,3 - Occasional,All,DOE/ASC,"
cq-id: VisIt00008931cq-submitter: Eric Bruggercq-submit-date: 06/02/09
The list of host profiles at LLNL is quite long and many users only access a smallnumber of them (e.g. they don't use the Q machine or redrose typically). Barbwould like to remove the ones she doesn't use from the list. She of course canremove them, but the next time she starts up visit, the public ones show up again,because they are in the public config file.
"
47,Resolved,Bug,Normal, Label plot format needs Enter before apply to take effect. ,Eric Brugger,-,2.1,Cyrus Harrison,,,100%,2.00 hours,06/21/2010 07:15 pm,08/24/2010 02:21 pm,2 - Rare,2 - Minor Irritation,2.0.0,,,All,Any,"
cq-id: VisIt00008983cq-submitter: Brad Whitlockcq-submit-date: 10/07/09
An external user had trouble setting the Label format in the Label plot window. It turns out that after entering the format, you must press Enter before clicking Apply. This was with 1.12 so I don't know if it's been fixed in the Qt4 trunk.
"
48,Rejected,Bug,Normal," cell_constant, point_constant expressions don't take vector constants ",-,-,-,Cyrus Harrison,,,0%,,06/21/2010 07:15 pm,07/06/2010 09:11 pm,3 - Occasional,4 - Crash / Wrong Results,< 1.12,,,All,DOE/ASC,"
cq-id: VisIt00008560cq-submitter: Brad Whitlockcq-submit-date: 03/20/08
I was investigating how to create a constant vector over a mesh and I came upon the recently added cell_constant and point_constant expressions. These are just what I needed -- except they don't take constant vector expressions; just scalars.
MCM -- Added 31Mar08--------------------We concluded that vector types were NOT the only types that may need to be considered here. We may also need to deal with array, color, tensor, etc.
"
49,Pending,Feature,Normal, xml tools should handle MapNode ,-,-,-,Cyrus Harrison,,,0%,,06/21/2010 07:15 pm,,,,2.12.3,3 - Medium,3 - Occasional,All,DOE/ASC,"
cq-id: VisIt00008973cq-submitter: Kathleen S. Bonnellcq-submit-date: 09/28/09
Would be nice if our xmltools could handle MapNodes.Would make creating changeable state objects easier(like annotation objects).
"
50,Pending,Bug,Normal, Problem with naming anonymous expression results in execution	pipeline. ,-,-,-,Cyrus Harrison,,,0%,,06/21/2010 07:15 pm,,3 - Occasional,4 - Crash / Wrong Results,< 1.12,,,All,DOE/ASC,"
cq-id: VisIt00008610cq-submitter: Cyrus Harrisoncq-submit-date: 05/12/08
Open up thinplane.silo, and define the following expression:expr = val4mat(den,1) + val4mat(den,2)
Instead of naming the intermediate results ""val4mat(den,1)"" and ""val4mat(den,14)"", only one secondary variable is  passedto the add expression, ""val4mat(den)"" and the result ends up being 2 * val4mat(den,1).
This is the first time I have run into this behavior, but I believe it could exist elsewhere if constants are used as expression arguments.
There is a work around, simply define the two val4mat subexpressions as full expressions, and add these expressions:
vfm1 = val4mat(den,1)vfm2 = val4mat(den,2)expr = vfm1 + vfm2
"
51,Pending,Feature,Normal, Would like the VisIt help to be searchable ,-,-,-,Cyrus Harrison,,,0%,,06/21/2010 07:15 pm,,,,2.12.3,3 - Medium,3 - Occasional,All,DOE/ASC,"
cq-id: VisIt00009032cq-submitter: Eric Bruggercq-submit-date: 03/22/10
Matt O'Brien would like the help in VisIt to be searchable.
Matt suggested that this could be accomplished by adding an option thebrought up a PDF version of the manual, which could then be searchedusing the PDF viewer's search capabilities.
Matt's e-mail:
What if one of the ""help"" options was to bring up a pdf of the entire visit manual.  Then you could use the search feature of the pdf reader to find what you're looking for.
-Matt
"
52,Pending,Bug,Normal," audit/document use of ""any_mesh"" as cache key for nesting/boundary aux. info ",-,-,-,Cyrus Harrison,,,0%,,06/21/2010 07:15 pm,,3 - Occasional,3 - Major Irritation,< 1.12,,,All,DOE/ASC,"
cq-id: VisIt00008779cq-submitter: Mark Millercq-submit-date: 10/23/08
I just kinda scored this average across the board but with a low task cost. But, we seem to be stuck with using 'any_mesh' as the cache key for auxiliary data domain boundary and domain nesting information. What does this mean in the presence of a database with multiple AMR meshes in it and/or with a mesh whose name is 'any_mesh'.
Eric believes that things will NOT work correctly without 'any_mesh' as the cache key and that just seems bad.
"
53,Pending,Feature,Normal, Add option for hyper-Accurate lineout ,-,-,-,Cyrus Harrison,,,0%,,06/21/2010 07:15 pm,07/06/2010 09:04 pm,,,< 1.12,3 - Medium,3 - Occasional,All,DOE/ASC,"
cq-id: VisIt00008453cq-submitter: Mark Millercq-submit-date: 01/22/08
When we do lineouts of zone-centered quantities, it is possible to obtain to plots that contain other than perfectly flat (slope=0) or perfectly vertical (slope=inf) line segments. However, this seems inaccurate because the field being sampled is piecewise constant. A lineout of such a field should, in theory, never have any line segment with 0 < slope < inf.
Perhaps the problem is really when we go to display the lineout 'samples' we obtain. Because we always wind up drawing line segments between the points effectively linearly interpolating the 'samples.'
Wouldn't it be more accurate to, for zone-centered quantities, compute the intersections of the line with each zone (which will yield line segments) and then assign the zone's value to that segment?
MCM -- Added 28Jan08--------------------

From an email from Kathleen...

We don't really 'march' along the ray -- we use an interval tree(created using spatial extents of zones) to determine which zones 'might' be intersected by the ray, (in the case of non rectilinear data, we then perform more intersection tests on the candidate zones)
Thus we have a list of zones that have been intersected by theray, along with their intersection points (used in calculating distancealong the ray).  The 'intersection point' is the point (usually alonga face) where the ray 'entered' the zone.
A 1D rectilinear grid is then constructed, with the x-values beingthe distance along the ray of each intersection point.  The zone-centeredvalue of that intersected zone then becomes the scalar assigned tothe corresponding x-value in the grid.  if the variable is node-centered,then the value assigned to the grid is an average of all thenode-values for that zone (the entire zone, not the 'entry' face).
MCM -- Added 28Jan08.
I've committed a test data file and am attaching some curveplots from doing lineouts on it. The input data is like so..
6       7       8       9      10      11     +-------+-------+-------+-------+-------+
|       |       |       |       |       |
|   0   |   1   |   2   |   3   |   4   |
|       |       |       |       |       |     +-------+-------+-------+-------+-------+     0       1       2       3       4       5
The 'zonal_var' is a stair case from 0.5 in zone 0to 4.5 in zone 5. The 'nodal_var' is a ramp from 0at nodes 0 & 6 to 5 at nodes 5 and 11.
All lineouts are from (0, 0.5, 0) to (5, 0.5, 0) using theLineout Query.
Curve 0: is a lineout of the zonal_varCurve 1: is a lineout of the nodal_varCurve 2: is a lineout of zonal_var with sampling on and 500 samplesCurve 3: is a lineout of nodal_var with sampling on and 500 samples
Note that curve 0 and curve 1 both fall right on top of each other.They also both start at a value of 0.5. For nodal, this is off by0.5. It should start at 0. For zonal, its ok. So, curve 1 is too high by 0.5 over its whole length but is otherwise ok.Also (and I know we're not set up to do this right now), I'd arguethat curve 0 should be a stair case, not a ramp. But, that isanother issue with how VisIt is drawing lineout results.
Now, the sampling results, curves 2 and 3, are more interesting.I would expect the sampling result for the zonal_var to be prettyclose to a stair case. But is is still coming out a ramp. This seemsreally off as most samples should be falling within just a singlezone and then getting evaluated to whatever that zone's zonal_varvalue is. I would expect roughly 100 samples in zone 0 at a valueof 0.5, follwed by 100 samples in zone 1 at a value of 1.5, etc.
The sample results for the nodal_var look good. Note that bothsampling results are 0.5 below the non-sampled results.
"
54,Resolved,Bug,High, Prevent browse of filesystem when exporting in client/server mode ,Kathleen Biagas,-,2.8,Cyrus Harrison,,,0%,4.00 hours,06/21/2010 07:15 pm,04/23/2014 07:04 pm,3 - Occasional,4 - Crash / Wrong Results,< 1.12,,,All,DOE/ASC,"
cq-id: VisIt00008848cq-submitter: Eric Bruggercq-submit-date: 12/15/08
This was the original problem repoted by Jose.

Jose Milovich was running client server and he wanted to export a database in VTK format.
He couldn't find the file after he saved it. It turned out when you select the directory
to store the file, it shows you the file system on the local machine and not the
remote machine (not surprisingly). He choose a directory that existed on the local
machine, but not on the remote machine so the file did not get saved. We should
either show the directory system on the remote machine or make it clear that it will
end up on the remote machine and not let the user browse the file system to select
the directory. Jose also thought that the default should be the same directory where
the data was located, not the users home directory on the remote machine.

It turns out fixing this in general can be quite difficult involving reasoning backwards from the plot to be exported, which engine the plot is associated with, then the host that engine is running on, then bringing up a file browser remotely connected to that filesystem, etc.
But, something simple we can do is to prevent attempts to browse the filesystem when in client/server mode by graying out (disabling) the browse button. This will prevent users from being lulled into incorrectly thinking they are browsing the remote (engine) filesystem.
"
55,Resolved,Bug,Normal, CTRL-click on plot list does not work (select non-consecutive plots) WIN XP ,-,-,-,Cyrus Harrison,,,0%,,06/21/2010 07:15 pm,07/06/2010 07:01 pm,3 - Occasional,2 - Minor Irritation,< 1.12,,,Windows,Any,"
cq-id: VisIt00008863cq-submitter: Kathleen S. Bonnellcq-submit-date: 01/06/09
Selecting a subset of plots, using ctrl+click doesn't work on windows xp.
"
56,Resolved,Bug,Normal, Getting wrong variable with time history when doing multiple times ,Kathleen Biagas,-,2.2.1,Cyrus Harrison,,,0%,1.00 hour,06/21/2010 07:15 pm,02/23/2011 07:26 pm,3 - Occasional,4 - Crash / Wrong Results,1.12.1,,,All,DOE/ASC,"
cq-id: VisIt00009042cq-submitter: Eric Bruggercq-submit-date: 05/06/10
Ed Kokko reports a problem (with 1.12.1, he will test with 1.12.2 and report back). 1) he plots variable x-velocity2) Node-pick to create time history3) Delete curve window4) Change plotted variable to x-displacement5) Node-pick to create time history, results in x-velocity time curve, not x-displacement.
He must restart VisIt to get the time history of x-displacement, anddue to the large size of the dataset, this takes a very long time....
"
57,Pending,Bug,Normal, CGNS reader problems with vars in different solutions ,-,-,-,Cyrus Harrison,,,0%,,06/21/2010 07:15 pm,03/24/2016 02:27 am,3 - Occasional,3 - Major Irritation,< 1.12,,,All,Any,"
cq-id: VisIt00008871cq-submitter: Kathleen S. Bonnellcq-submit-date: 01/15/09
Ying Chen supplied sample data that has (according to VisIt's logs) node-centered data in solution node 1 and cell-centered data in solution node 2.  VisIt properly reports both vars as accessible, but when attempting to read the cell-centered data, VisIt reports that it is using solution node 1 to find the data.
He can only read both his cell and node centered data if they are written to the same solution node.
Data is on OCF: /usr/gapps/visit/bug_data/visit_bug_8861.tar.gz
"
58,Resolved,Bug,Normal, 2D view window in GUI not updated after wheel zoom events ,Brad Whitlock,-,2.5,Cyrus Harrison,,,100%,,06/21/2010 07:15 pm,03/02/2012 06:08 pm,2 - Rare,2 - Minor Irritation,< 1.12,,,All,DOE/ASC,"
cq-id: VisIt00008897cq-submitter: Mark Millercq-submit-date: 03/02/09
I notice if I drag/zoom a 2D window and have controls->view2D open, then the contents of the 2D view attributes window update. However, that does NOT happen with wheel zoom events.
This is much lik 8551 but is nonethless a different issue, but probably resolved by the same fix.
"
